feature_set,fold,model,strategy,threshold,recall,precision,f1,roc_auc,pr_auc
top30_full,3,Logistic,weighted,0.25,0.8780487804878049,0.2647058823529412,0.4067796610169492,0.837925898342953,0.5531813940861899
top30_full,3,Logistic,weighted,0.3,0.8780487804878049,0.2857142857142857,0.4311377245508982,0.837925898342953,0.5531813940861899
top30_full,3,Logistic,weighted,0.35,0.8536585365853658,0.29914529914529914,0.4430379746835443,0.837925898342953,0.5531813940861899
top30_full,3,Logistic,weighted,0.4,0.8048780487804879,0.30275229357798167,0.44,0.837925898342953,0.5531813940861899
top30_full,3,Logistic,weighted,0.45,0.8048780487804879,0.33,0.46808510638297873,0.837925898342953,0.5531813940861899
top30_full,3,Logistic,weighted,0.5,0.7317073170731707,0.3333333333333333,0.4580152671755725,0.837925898342953,0.5531813940861899
top30_full,3,Logistic,smote,0.2,0.8536585365853658,0.25925925925925924,0.3977272727272727,0.8239620182461367,0.5319900264494731
top30_full,3,Logistic,smote,0.25,0.8536585365853658,0.28225806451612906,0.42424242424242425,0.8239620182461367,0.5319900264494731
top30_full,3,Logistic,smote,0.3,0.8292682926829268,0.2905982905982906,0.43037974683544306,0.8239620182461367,0.5319900264494731
top30_full,3,Logistic,smote,0.35,0.7560975609756098,0.2818181818181818,0.4105960264900662,0.8239620182461367,0.5319900264494731
top30_full,3,Logistic,smote,0.4,0.7317073170731707,0.2830188679245283,0.40816326530612246,0.8239620182461367,0.5319900264494731
top30_full,3,Logistic,smote,0.45,0.7317073170731707,0.30612244897959184,0.4316546762589928,0.8239620182461367,0.5319900264494731
top30_full,3,Logistic,smote,0.5,0.7073170731707317,0.32222222222222224,0.44274809160305345,0.8239620182461367,0.5319900264494731
top30_full,3,Tree,weighted,0.2,0.7804878048780488,0.23703703703703705,0.36363636363636365,0.7407838391361012,0.2946875451500136
top30_full,3,Tree,weighted,0.25,0.7804878048780488,0.23703703703703705,0.36363636363636365,0.7407838391361012,0.2946875451500136
top30_full,3,Tree,weighted,0.3,0.7560975609756098,0.2366412213740458,0.36046511627906974,0.7407838391361012,0.2946875451500136
top30_full,3,Tree,weighted,0.35,0.7560975609756098,0.2440944881889764,0.36904761904761907,0.7407838391361012,0.2946875451500136
top30_full,3,Tree,weighted,0.4,0.7560975609756098,0.2440944881889764,0.36904761904761907,0.7407838391361012,0.2946875451500136
