hogar_id,conglome,vivienda,hogar,ubigeo,factor_expansion_anual,target_pobreza_monetaria_bin,acceso_internet_hogar_derivado,internet_hogar_enaho,dispositivo_servicio_digital_1,dispositivo_servicio_digital_2,dispositivo_servicio_digital_3,edad_jefe,num_adultos_65_mas,num_ninos_0_5,num_ninos_6_16,sexo_jefe_bin,tam_hogar,al_menos_un_6_16_no_asiste,al_menos_un_6_16_no_matriculado,hogar_con_ninos_no_asisten,hogar_con_ninos_no_matriculados,nivel_educativo_jefe_cat,nivel_educativo_jefe_ord,num_6_16_no_asisten,num_6_16_no_matriculados,al_menos_un_ingreso_laboral_hogar,jefe_con_ingreso_laboral,num_miembros_con_ingreso_laboral,num_perceptores_hogar,acceso_electricidad,usa_combustible_limpio,usa_combustible_precario,combustible_principal_cocina,es_area_rural,estrato_geografico,al_menos_un_enfermedad_4_sem,al_menos_un_sintoma_4_sem,health_no_attention,num_miembros_afiliados_essalud,num_miembros_con_enfermedad_4_sem,num_miembros_con_sintoma_4_sem,num_miembros_sin_atencion_salud,acceso_agua_red,acceso_desague_red,agua_disponible_diaria,agua_potable_reportada,agua_segura_proxy,saneamiento_inadecuado,material_piso_cat,tipo_vivienda,material_pared,material_techo,num_habitaciones,tenencia_vivienda,piso_precario,ingreso_neto_total_hogar,monto_total_transferencias_publicas,monto_total_programas_sociales_alimentarios,monto_total_programas_sociales_no_alimentarios,recibe_programa_social_alimentario,recibe_programa_social_no_alimentario,monto_bono_alimentario,monto_apoyo_ollas_comunes,monto_ingresos_gastos_ollas_comunes,monto_juntos,monto_otras_transferencias_publicas,monto_pension_65,monto_beca_18,monto_bono_gas,monto_bono_electricidad,monto_bono_onp_jubilados,monto_programa_contigo,monto_bono_yanapay
040117_015605_091_11,015605,091,11,040117,253.19136,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,48.0,2,0,2,1,6,1,0,1,0,superior no universitaria incompleta,7.0,2,0,1,1,1,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,2,1,3,3,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,64752.90234375,7381,0.0,7381,0,1,0,0.0,0.0,0,7381,0,0,0,0,0,0,0
040122_015616_010_11,015616,010,11,040122,208.97969,1,1,conexion a internet,conexion fija,conexion movil post pago control,pase,58.0,1,0,1,1,4,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,1,0,3,3,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",5.0,"propia, totalmente pagada",0,15942.51171875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040122_015616_042_11,015616,042,11,040122,208.97969,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,80.0,1,0,0,0,3,0,0,0,0,superior universitaria completa,10.0,0,0,1,0,2,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,3,0,1,1,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,158970.84375,15992,0.0,15992,0,1,0,0.0,0.0,0,15992,0,0,0,0,0,0,0
040122_015616_077_11,015616,077,11,040122,208.97969,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,87.0,1,0,0,0,5,0,0,0,0,secundaria incompleta,5.0,0,0,1,0,3,5,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,4,1,1,1,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,7.0,"propia, totalmente pagada",0,76195.9375,18452,0.0,18452,0,1,0,0.0,0.0,0,18452,0,0,0,0,0,0,0
040122_015616_087_11,015616,087,11,040122,208.97969,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,50.0,0,0,1,1,4,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,1,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,0,0,1,1,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,7.0,"propia, totalmente pagada",0,123467.1015625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040122_015616_106_11,015616,106,11,040122,208.97969,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,48.0,0,0,0,1,3,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,2,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,2,0,1,1,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,103897.421875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040126_015636_081_11,015636,081,11,040126,208.97969,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,53.0,0,0,0,0,3,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,2,1,3,3,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,77015.4921875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040126_015636_113_11,015636,113,11,040126,208.97969,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,45.0,0,1,0,1,3,0,0,0,0,maestria_doctorado,11.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,3,1,1,1,1,1,1,1,1,0,parquet o madera pulida,departamento en edificio,ladrillo o bloque de cemento,concreto armado,3.0,alquilada,0,136147.875,581,0.0,581,0,1,0,0.0,0.0,0,581,0,0,0,0,0,0,0
040126_015636_176_11,015636,176,11,040126,208.97969,0,1,conexion a internet,pase,conexion movil post pago control,pase,64.0,0,0,0,0,1,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,0,1,0,1,0,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,4.0,"propia, totalmente pagada",0,42761.890625,12196,0.0,12196,0,1,0,0.0,0.0,0,12196,0,0,0,0,0,0,0
040126_015636_239_11,015636,239,11,040126,208.97969,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,80.0,1,0,0,1,3,0,0,0,0,secundaria completa,6.0,0,0,1,0,2,2,1,1,0,electricidad,0, de 500 000 a más habitantes,0,0,0,2,0,0,0,1,1,1,1,1,0,"madera (pona, tornillo, etc)",casa independiente,ladrillo o bloque de cemento,concreto armado,6.0,"propia, totalmente pagada",0,157999.515625,529,0.0,529,0,1,0,0.0,0.0,0,529,0,0,0,0,0,0,0
040126_015636_270_11,015636,270,11,040126,208.97969,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,41.0,0,0,2,0,3,0,0,0,0,maestria_doctorado,11.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,2,0,2,1,1,1,1,1,1,0,parquet o madera pulida,casa independiente,ladrillo o bloque de cemento,concreto armado,7.0,"propia, totalmente pagada",0,115935.484375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040126_015636_334_11,015636,334,11,040126,208.97969,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,37.0,0,1,0,0,3,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,3,1,1,1,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,alquilada,0,35870.02734375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040107_015652_012_11,015652,012,11,040107,253.19136,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,62.0,0,0,0,1,5,0,0,0,0,secundaria completa,6.0,0,0,1,1,4,4,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,4,1,2,2,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,8.0,"propia, totalmente pagada",0,112830.8046875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040107_015652_029_11,015652,029,11,040107,253.19136,0,1,conexion a internet,pase,conexion movil post pago control,pase,60.0,1,0,0,1,5,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,3,5,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,1,2,2,2,1,1,1,1,1,0,parquet o madera pulida,departamento en edificio,ladrillo o bloque de cemento,concreto armado,4.0,"propia, totalmente pagada",0,93929.4140625,5610,0.0,5610,0,1,0,0.0,0.0,0,5610,0,0,0,0,0,0,0
040107_015652_046_11,015652,046,11,040107,253.19136,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,38.0,1,1,1,0,6,0,0,0,0,superior universitaria incompleta,9.0,0,0,1,0,2,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,5,3,5,3,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,6.0,alquilada,0,82598.546875,3293,0.0,3293,0,1,0,0.0,0.0,0,3293,0,0,0,0,0,0,0
040107_015652_064_11,015652,064,11,040107,253.19136,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,33.0,0,0,1,0,3,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,2,0,1,1,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,7.0,"propia, totalmente pagada",0,70201.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040107_015652_098_11,015652,098,11,040107,253.19136,0,1,conexion a internet,conexion fija,pase,pase,47.0,0,0,0,1,5,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,1,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,0,0,1,1,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",3.0,cedida por otro hogar o institucion,0,64249.19921875,10001,0.0,10001,0,1,0,0.0,0.0,0,0,0,10001,0,0,0,0,0
040107_015652_115_11,015652,115,11,040107,253.19136,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,34.0,0,0,0,0,2,0,0,0,0,maestria_doctorado,11.0,0,0,1,1,1,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,0,0,1,1,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,41360.8671875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040204_015679_020_11,015679,020,11,040204,179.28735,0,1,conexion a internet,pase,conexion movil post pago control,pase,36.0,0,0,1,0,3,0,0,0,0,secundaria completa,6.0,0,0,1,0,1,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,2,2,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,17047.80078125,285,285.0,0,1,0,285,0.0,0.0,0,0,0,0,0,0,0,0,0
040204_015679_034_11,015679,034,11,040204,179.28735,0,0,pase,,,,51.0,0,0,1,0,2,0,0,0,0,secundaria incompleta,5.0,0,0,1,1,1,1,1,1,0,electricidad,0, de 20 000 a 49 999 habitantes,0,1,1,0,0,2,2,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,21412.50390625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040204_015679_048_11,015679,048,11,040204,179.28735,0,1,conexion a internet,pase,pase,conexion movil prepago,30.0,0,0,1,0,3,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,2,1,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,2.0,cedida por otro hogar o institucion,0,30243.4453125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040204_015679_062_11,015679,062,11,040204,179.28735,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,57.0,0,0,0,0,3,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,2,2,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,cedida por otro hogar o institucion,0,33034.7421875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040204_015679_076_11,015679,076,11,040204,179.28735,1,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,38.0,0,1,0,0,4,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,3,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,3,3,1,1,1,1,1,0,cemento,casa independiente,"madera (pona, tornillo, etc)","planchas de calamina, fibra de cemento o similares",3.0,cedida por otro hogar o institucion,0,20322.353515625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040204_015679_090_11,015679,090,11,040204,179.28735,0,1,conexion a internet,pase,conexion movil post pago control,pase,49.0,1,0,0,0,3,0,0,0,0,primaria incompleta,3.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,2,2,1,1,1,1,1,0,cemento,casa independiente,"madera (pona, tornillo, etc)","planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,27799.37109375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_015681_004_11,015681,004,11,040108,179.28735,0,1,conexion a internet,pase,pase,conexion movil prepago,29.0,0,1,0,0,3,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,2,0,1,1,0,0,0,1,0,1,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,2.0,"propia, totalmente pagada",0,43932.9453125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_015681_046_11,015681,046,11,040108,179.28735,1,1,conexion a internet,pase,pase,conexion movil prepago,33.0,0,0,4,0,5,0,0,0,0,primaria incompleta,3.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,3,3,0,0,1,1,0,0,tierra,casa independiente,triplay/calamina/estera,"planchas de calamina, fibra de cemento o similares",2.0,"propia, por invasion",1,11285.0693359375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_015681_060_11,015681,060,11,040108,179.28735,1,1,conexion a internet,pase,pase,conexion movil prepago,40.0,0,2,0,1,4,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,0,0,4,0,0,0,0,0,0,1,0,1,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,18762.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_015681_075_11,015681,075,11,040108,179.28735,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,30.0,0,1,1,0,4,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,1,2,0,0,0,1,0,1,tierra,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",1,33440.69140625,285,285.0,0,1,0,285,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_015681_104_11,015681,104,11,040108,179.28735,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,48.0,0,0,1,1,4,0,0,0,0,secundaria incompleta,5.0,0,0,1,1,2,2,1,0,1,otro,0, de 20 000 a 49 999 habitantes,0,1,0,1,0,1,0,0,0,0,1,0,1,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,"propia, totalmente pagada",0,29961.298828125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_015681_118_11,015681,118,11,040108,179.28735,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,29.0,0,1,2,0,5,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,4,1,2,1,0,0,0,1,0,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,6.0,"propia, totalmente pagada",0,40873.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040202_015692_006_11,015692,006,11,040202,179.28735,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,28.0,0,0,1,0,2,0,0,0,0,superior no universitaria incompleta,7.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,1,1,2,2,1,0,0,1,1,0,cemento,casa independiente,otro material,"planchas de calamina, fibra de cemento o similares",2.0,"propia, por invasion",0,26518.65625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040202_015692_029_11,015692,029,11,040202,179.28735,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,82.0,1,1,1,1,2,0,0,0,0,secundaria completa,6.0,0,0,1,1,3,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,0,2,2,4,1,1,0,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,"propia, totalmente pagada",0,84111.6015625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040202_015692_042_11,015692,042,11,040202,179.28735,0,1,conexion a internet,conexion fija,conexion movil post pago control,conexion movil prepago,52.0,0,0,2,0,2,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,2,1,1,2,1,1,0,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,45744.5625,211,0.0,211,0,1,0,0.0,0.0,0,211,0,0,0,0,0,0,0
040202_015692_052_11,015692,052,11,040202,179.28735,0,0,pase,,,,84.0,1,0,0,0,1,0,0,0,0,primaria incompleta,3.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,0,0,0,0,0,0,1,1,0,1,1,0,"losetas, terrazos o similares",vivienda en quinta,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,17093.763671875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040202_015692_075_11,015692,075,11,040202,179.28735,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,59.0,0,1,0,1,5,0,0,0,0,secundaria completa,6.0,0,0,1,1,3,3,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,2,3,3,3,1,0,0,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,"propia, totalmente pagada",0,51567.67578125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040202_015692_101_11,015692,101,11,040202,179.28735,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,64.0,0,0,0,1,3,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,0,1,2,2,1,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",4.0,"propia, totalmente pagada",0,87939.2421875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040128_015711_009_11,015711,009,11,040128,1084.6403,0,1,conexion a internet,pase,conexion movil post pago control,pase,57.0,1,0,0,0,6,0,0,0,0,primaria incompleta,3.0,0,0,1,0,2,3,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,3,1,2,2,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,45939.54296875,9830,0.0,9830,0,1,0,0.0,0.0,0,9830,0,0,0,0,0,0,0
040128_015711_021_11,015711,021,11,040128,1084.6403,0,1,conexion a internet,pase,conexion movil post pago control,pase,59.0,0,0,0,1,3,0,0,0,0,primaria incompleta,3.0,0,0,1,0,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,2,1,3,3,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,6.0,"propia, totalmente pagada",0,38261.1015625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040128_015711_044_11,015711,044,11,040128,1084.6403,1,1,conexion a internet,pase,pase,conexion movil prepago,36.0,0,0,2,1,6,0,0,0,0,maestria_doctorado,11.0,0,0,0,0,0,4,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,1,1,1,1,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,alquilada,0,49769.22265625,288,288.0,0,1,0,288,0.0,0.0,0,0,0,0,0,0,0,0,0
040128_015711_055_11,015711,055,11,040128,1084.6403,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,26.0,0,0,1,0,3,0,0,0,0,secundaria incompleta,5.0,0,0,0,0,0,3,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,2,2,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",3.0,cedida por otro hogar o institucion,0,21109.494140625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040128_015711_068_11,015711,068,11,040128,1084.6403,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,42.0,0,0,1,0,3,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,1,1,1,1,1,1,1,0,cemento,casa independiente,"madera (pona, tornillo, etc)","planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,38872.9765625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040128_015711_080_11,015711,080,11,040128,1084.6403,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,37.0,0,0,2,0,3,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,2,0,1,1,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,30110.142578125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040128_015714_018_11,015714,018,11,040128,286.62036,0,1,conexion a internet,pase,conexion movil post pago control,pase,76.0,1,1,1,1,1,1,0,1,0,primaria incompleta,3.0,1,0,1,1,2,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,4,1,3,2,0,0,1,1,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",4.0,"propia, totalmente pagada",0,12458.7841796875,305,0.0,305,0,1,0,0.0,0.0,0,0,0,0,305,0,0,0,0
040128_015714_024_11,015714,024,11,040128,286.62036,0,1,conexion a internet,pase,pase,conexion movil prepago,29.0,0,0,0,1,3,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,3,2,0,0,1,1,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,32685.625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040128_015714_030_11,015714,030,11,040128,286.62036,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,44.0,1,0,2,1,6,0,0,0,0,secundaria incompleta,5.0,0,0,1,1,2,4,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,0,1,5,5,0,0,1,1,0,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,"propia, totalmente pagada",0,42088.7890625,855,855.0,0,1,0,855,0.0,0.0,0,0,0,0,0,0,0,0,0
040128_015714_037_11,015714,037,11,040128,286.62036,0,1,conexion a internet,pase,pase,conexion movil prepago,41.0,0,1,0,1,5,0,0,0,0,secundaria completa,6.0,0,0,1,1,4,4,1,0,1,otro,0, de 20 000 a 49 999 habitantes,1,1,1,0,2,5,4,0,0,0,1,0,1,tierra,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",3.0,"propia, por invasion",1,37491.8984375,285,850.68884,0,1,0,285,565.68884,0.0,0,0,0,0,0,0,0,0,0
040128_015714_045_11,015714,045,11,040128,286.62036,0,1,conexion a internet,pase,conexion movil post pago control,pase,30.0,0,0,0,0,2,0,0,0,0,superior universitaria incompleta,9.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,0,0,2,0,0,0,0,0,0,1,0,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,88104.484375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040128_015714_054_11,015714,054,11,040128,286.62036,0,1,conexion a internet,pase,conexion movil post pago control,pase,38.0,0,0,0,1,1,0,0,0,0,superior universitaria incompleta,9.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,1,1,0,0,1,1,0,0,tierra,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",1.0,"propia, por invasion",1,15955.2099609375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040115_015720_001_11,015720,001,11,040115,286.62036,0,1,conexion a internet,pase,pase,conexion movil prepago,25.0,0,2,0,0,4,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0,de 2 000 a 19 999 habitantes,1,1,1,1,1,1,2,0,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,cedida por otro hogar o institucion,0,41396.875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040115_015720_039_11,015720,039,11,040115,286.62036,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,32.0,0,1,1,0,4,1,0,1,0,secundaria completa,6.0,1,0,1,1,2,2,1,1,0,gas (balon glp),0,de 2 000 a 19 999 habitantes,1,1,1,0,1,2,2,0,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,37240.625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
