concept,query_used,candidate_variable,year,survey,period,module_code,module_name,label
ubigeo,ubigeo,UBIGEO,2010,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),279-Modulo85,"Gobernabilidad, Democracia y Transparencia",código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo01,Características de la Vivienda y del Hogar,Código de Distrito (Ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo02,Características de los Miembros del Hogar,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo03,Educación,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo04,Salud,Código de Distrito (Ubicación Geográfica)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo05,Empleo e Ingresos,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo07,Gastos en Alimentos y Bebidas (Módulo 601),código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo08,Instituciones Beneficas,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo09,Mantenimiento de la Vivienda,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo10,Transportes y Comunicaciones,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo11,Servicios a la Vivienda,Código de Distrito ( Ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo12,"Esparcimiento , Diversion y Servicios de Cultura",código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo13,Vestido y Calzado,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo15,Gastos de Transferencias,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo16,Muebles y Enseres,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo17,Otros Bienes y Servicios,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo18,Equipamiento del Hogar,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo22,Producción Agrícola,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo23,Subproductos Agricolas,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo24,Producción Forestal,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo25,Gastos en Actividades Agricolas y/o Forestales,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo26,Producción Pecuaria,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo27,Subproductos Pecuarios,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo28,Gastos en Actividades Pecuarias,ubigeo
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo37,Programas Sociales  (Miembros del Hogar),código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo34,Sumarias ( Variables Calculadas ),ubicación geografica
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo77,Ingresos del Trabajador Independiente,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo78,Bienes y Servicios de Cuidados Personales,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo84,Participación Ciudadana,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2011,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),291-Modulo85,"Gobernabilidad, Democracia y Transparencia",Código de distrito (Ubicación Geográfica)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo01,Características de la Vivienda y del Hogar,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo02,Características de los Miembros del Hogar,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo03,Educación,Código de Distrito (Ubicación Geográfica)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo04,Salud,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo05,Empleo e Ingresos,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo07,Gastos en Alimentos y Bebidas (Módulo 601),código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo08,Instituciones Beneficas,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo09,Mantenimiento de la Vivienda,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo10,Transportes y Comunicaciones,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo11,Servicios a la Vivienda,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo12,"Esparcimiento , Diversion y Servicios de Cultura",código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo13,Vestido y Calzado,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo15,Gastos de Transferencias,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo16,Muebles y Enseres,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo17,Otros Bienes y Servicios,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo18,Equipamiento del Hogar,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo22,Producción Agrícola,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo23,Subproductos Agricolas,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo24,Producción Forestal,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo25,Gastos en Actividades Agricolas y/o Forestales,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo26,Producción Pecuaria,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo27,Subproductos Pecuarios,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo28,Gastos en Actividades Pecuarias,ubigeo
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo37,Programas Sociales  (Miembros del Hogar),código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo77,Ingresos del Trabajador Independiente,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo78,Bienes y Servicios de Cuidados Personales,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo84,Participación Ciudadana,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2012,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),324-Modulo85,"Gobernabilidad, Democracia y Transparencia",código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo01,Características de la Vivienda y del Hogar,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo02,Características de los Miembros del Hogar,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo03,Educación,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo04,Salud,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo05,Empleo e Ingresos,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo08,Instituciones Beneficas,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo09,Mantenimiento de la Vivienda,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo10,Transportes y Comunicaciones,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo11,Servicios a la Vivienda,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo12,"Esparcimiento , Diversion y Servicios de Cultura",código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo07,Gastos en Alimentos y Bebidas (Módulo 601),ubicación geografica
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo13,Vestido y Calzado,ubicación geografica
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo15,Gastos de Transferencias,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo16,Muebles y Enseres,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo17,Otros Bienes y Servicios,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo18,Equipamiento del Hogar,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo22,Producción Agrícola,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo23,Subproductos Agricolas,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo24,Producción Forestal,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo25,Gastos en Actividades Agricolas y/o Forestales,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo26,Producción Pecuaria,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo27,Subproductos Pecuarios,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo28,Gastos en Actividades Pecuarias,ubigeo
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo34,Sumarias ( Variables Calculadas ),ubicación geografica
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo37,Programas Sociales  (Miembros del Hogar),código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo77,Ingresos del Trabajador Independiente,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo78,Bienes y Servicios de Cuidados Personales,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo84,Participación Ciudadana,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2013,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),404-Modulo85,"Gobernabilidad, Democracia y Transparencia",código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo01,Características de la Vivienda y del Hogar,ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo03,Educación,ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo04,Salud,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo05,Empleo e Ingresos,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo08,Instituciones Beneficas,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo09,Mantenimiento de la Vivienda,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo10,Transportes y Comunicaciones,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo07,Gastos en Alimentos y Bebidas (Módulo 601),código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo11,Servicios a la Vivienda,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo12,"Esparcimiento , Diversion y Servicios de Cultura",código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo13,Vestido y Calzado,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo15,Gastos de Transferencias,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo16,Muebles y Enseres,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo17,Otros Bienes y Servicios,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo18,Equipamiento del Hogar,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo22,Producción Agrícola,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo23,Subproductos Agricolas,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo24,Producción Forestal,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo25,Gastos en Actividades Agricolas y/o Forestales,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo26,Producción Pecuaria,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo27,Subproductos Pecuarios,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo28,Gastos en Actividades Pecuarias,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo34,Sumarias ( Variables Calculadas ),ubicación geografica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo37,Programas Sociales  (Miembros del Hogar),ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo77,Ingresos del Trabajador Independiente,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo78,Bienes y Servicios de Cuidados Personales,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo84,Participación Ciudadana,ubicación geográfica
ubigeo,ubigeo,UBIGEO,2014,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),440-Modulo85,"Gobernabilidad, Democracia y Transparencia",código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo01,Características de la Vivienda y del Hogar,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo03,Educación,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo04,Salud,Código de Distrito (Ubicación Geográfica)
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo08,Instituciones Beneficas,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo07,Gastos en Alimentos y Bebidas (Módulo 601),ubicación geografica
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo09,Mantenimiento de la Vivienda,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo10,Transportes y Comunicaciones,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo11,Servicios a la Vivienda,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo12,"Esparcimiento , Diversion y Servicios de Cultura",código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo13,Vestido y Calzado,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo15,Gastos de Transferencias,código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo16,Muebles y Enseres,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo17,Otros Bienes y Servicios,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo18,Equipamiento del Hogar,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo22,Producción Agrícola,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo23,Subproductos Agricolas,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo24,Producción Forestal,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo25,Gastos en Actividades Agricolas y/o Forestales,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo26,Producción Pecuaria,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo27,Subproductos Pecuarios,código de ubicación geográfica (distrito)
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo28,Gastos en Actividades Pecuarias,ubigeo
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo34,Sumarias ( Variables Calculadas ),ubicación geografica
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo37,Programas Sociales  (Miembros del Hogar),ubicación geográfica
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo77,Ingresos del Trabajador Independiente,código de ubicación geográfica
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo78,Bienes y Servicios de Cuidados Personales,código de distrito ( ubicación geográfica )
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo84,Participación Ciudadana,ubicación geográfica
ubigeo,ubigeo,UBIGEO,2015,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),498-Modulo85,"Gobernabilidad, Democracia y Transparencia",código de distrito (ubicación geográfica)
ubigeo,ubigeo,UBIGEO,2016,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),546-Modulo01,Características de la Vivienda y del Hogar,ubicación geográfica
ubigeo,ubigeo,UBIGEO,2016,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),546-Modulo03,Educación,ubicación geográfica
ubigeo,ubigeo,UBIGEO,2016,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),546-Modulo04,Salud,Ubicación Geográfica
ubigeo,ubigeo,UBIGEO,2016,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),546-Modulo08,Instituciones Beneficas,ubicación geográfica
ubigeo,ubigeo,UBIGEO,2016,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),546-Modulo09,Mantenimiento de la Vivienda,ubicación geográfica
ubigeo,ubigeo,UBIGEO,2016,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),546-Modulo10,Transportes y Comunicaciones,ubicación geográfica
ubigeo,ubigeo,UBIGEO,2016,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),546-Modulo11,Servicios a la Vivienda,ubicación geográfica
ubigeo,ubigeo,UBIGEO,2016,Condiciones de Vida y Pobreza - ENAHO,Anual - (Ene-Dic),546-Modulo07,Gastos en Alimentos y Bebidas (Módulo 601),ubicación geográfica
